"Country or Area","Year","Area","Duration of marriage","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Bosnia and Herzegovina","2009","Total","16","Data tabulated by year of occurrence","Final figure, complete","2010","19",""
"Bosnia and Herzegovina","2009","Total","17","Data tabulated by year of occurrence","Final figure, complete","2010","17",""
"Bosnia and Herzegovina","2009","Total","18","Data tabulated by year of occurrence","Final figure, complete","2010","23",""
"Bosnia and Herzegovina","2009","Total","19","Data tabulated by year of occurrence","Final figure, complete","2010","27",""
"Bosnia and Herzegovina","2009","Total","20","Data tabulated by year of occurrence","Final figure, complete","2010","36",""
"Bosnia and Herzegovina","2009","Total","21","Data tabulated by year of occurrence","Final figure, complete","2010","27",""
"Bosnia and Herzegovina","2009","Total","22","Data tabulated by year of occurrence","Final figure, complete","2010","18",""
"Bosnia and Herzegovina","2009","Total","23","Data tabulated by year of occurrence","Final figure, complete","2010","16",""
"Bosnia and Herzegovina","2009","Total","24","Data tabulated by year of occurrence","Final figure, complete","2010","19",""
"Bosnia and Herzegovina","2009","Total","25","Data tabulated by year of occurrence","Final figure, complete","2010","20",""
"Bosnia and Herzegovina","2009","Total","26","Data tabulated by year of occurrence","Final figure, complete","2010","17",""
"Bosnia and Herzegovina","2009","Total","27","Data tabulated by year of occurrence","Final figure, complete","2010","16",""
"Bosnia and Herzegovina","2009","Total","28","Data tabulated by year of occurrence","Final figure, complete","2010","12",""
"Bosnia and Herzegovina","2009","Total","29","Data tabulated by year of occurrence","Final figure, complete","2010","15",""
"Bosnia and Herzegovina","2009","Total","30","Data tabulated by year of occurrence","Final figure, complete","2010","10",""
"Bosnia and Herzegovina","2009","Total","31","Data tabulated by year of occurrence","Final figure, complete","2010","6",""
"Bosnia and Herzegovina","2009","Total","32","Data tabulated by year of occurrence","Final figure, complete","2010","9",""
"Bosnia and Herzegovina","2009","Total","33","Data tabulated by year of occurrence","Final figure, complete","2010","8",""
"Bosnia and Herzegovina","2009","Total","34","Data tabulated by year of occurrence","Final figure, complete","2010","4",""
"Bosnia and Herzegovina","2009","Total","35 +","Data tabulated by year of occurrence","Final figure, complete","2010","36",""
"Bosnia and Herzegovina","2008","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2009","1369",""
"Bosnia and Herzegovina","2008","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2009","78",""
"Bosnia and Herzegovina","2008","Total","1 - 2","Data tabulated by year of occurrence","Final figure, complete","2009","229",""
"Bosnia and Herzegovina","2008","Total","3 - 4","Data tabulated by year of occurrence","Final figure, complete","2009","205",""
"Bosnia and Herzegovina","2008","Total","5 +","Data tabulated by year of occurrence","Final figure, complete","2009","857",""
"Bosnia and Herzegovina","2007","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2008","1826",""
"Bosnia and Herzegovina","2007","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2008","86",""
"Bosnia and Herzegovina","2007","Total","1","Data tabulated by year of occurrence","Final figure, complete","2008","138",""
"Bosnia and Herzegovina","2007","Total","2","Data tabulated by year of occurrence","Final figure, complete","2008","157",""
"Bosnia and Herzegovina","2007","Total","3","Data tabulated by year of occurrence","Final figure, complete","2008","126",""
"Bosnia and Herzegovina","2007","Total","4","Data tabulated by year of occurrence","Final figure, complete","2008","135",""
"Bosnia and Herzegovina","2007","Total","5","Data tabulated by year of occurrence","Final figure, complete","2008","104",""
"Bosnia and Herzegovina","2007","Total","6","Data tabulated by year of occurrence","Final figure, complete","2008","95",""
"Bosnia and Herzegovina","2007","Total","7","Data tabulated by year of occurrence","Final figure, complete","2008","80",""
"Bosnia and Herzegovina","2007","Total","8","Data tabulated by year of occurrence","Final figure, complete","2008","53",""
"Bosnia and Herzegovina","2007","Total","9","Data tabulated by year of occurrence","Final figure, complete","2008","56",""
"Bosnia and Herzegovina","2007","Total","10","Data tabulated by year of occurrence","Final figure, complete","2008","65",""
"Bosnia and Herzegovina","2007","Total","11","Data tabulated by year of occurrence","Final figure, complete","2008","43",""
"Bosnia and Herzegovina","2007","Total","12","Data tabulated by year of occurrence","Final figure, complete","2008","47",""
"Bosnia and Herzegovina","2007","Total","13","Data tabulated by year of occurrence","Final figure, complete","2008","39",""
"Bosnia and Herzegovina","2007","Total","14","Data tabulated by year of occurrence","Final figure, complete","2008","25",""
"Bosnia and Herzegovina","2007","Total","15","Data tabulated by year of occurrence","Final figure, complete","2008","26",""
"Bosnia and Herzegovina","2007","Total","16","Data tabulated by year of occurrence","Final figure, complete","2008","46",""
"Bosnia and Herzegovina","2007","Total","17","Data tabulated by year of occurrence","Final figure, complete","2008","36",""
"Bosnia and Herzegovina","2007","Total","18","Data tabulated by year of occurrence","Final figure, complete","2008","36",""
"Bosnia and Herzegovina","2007","Total","19","Data tabulated by year of occurrence","Final figure, complete","2008","31",""
"Bosnia and Herzegovina","2007","Total","20","Data tabulated by year of occurrence","Final figure, complete","2008","25",""
"Bosnia and Herzegovina","2007","Total","21","Data tabulated by year of occurrence","Final figure, complete","2008","17",""
"Bosnia and Herzegovina","2007","Total","22","Data tabulated by year of occurrence","Final figure, complete","2008","18",""
"Bosnia and Herzegovina","2007","Total","23","Data tabulated by year of occurrence","Final figure, complete","2008","18",""
"Bosnia and Herzegovina","2007","Total","24","Data tabulated by year of occurrence","Final figure, complete","2008","31",""
"Bosnia and Herzegovina","2007","Total","25","Data tabulated by year of occurrence","Final figure, complete","2008","23",""
"Bosnia and Herzegovina","2007","Total","26","Data tabulated by year of occurrence","Final figure, complete","2008","23",""
"Bosnia and Herzegovina","2007","Total","27","Data tabulated by year of occurrence","Final figure, complete","2008","16",""
"Bosnia and Herzegovina","2007","Total","28","Data tabulated by year of occurrence","Final figure, complete","2008","14",""
"Bosnia and Herzegovina","2007","Total","29","Data tabulated by year of occurrence","Final figure, complete","2008","17",""
"Bosnia and Herzegovina","2007","Total","30","Data tabulated by year of occurrence","Final figure, complete","2008","13",""
"Bosnia and Herzegovina","2007","Total","31","Data tabulated by year of occurrence","Final figure, complete","2008","11",""
"Bosnia and Herzegovina","2007","Total","32","Data tabulated by year of occurrence","Final figure, complete","2008","12",""
"Bosnia and Herzegovina","2007","Total","33","Data tabulated by year of occurrence","Final figure, complete","2008","12",""
"Bosnia and Herzegovina","2007","Total","34","Data tabulated by year of occurrence","Final figure, complete","2008","9",""
"Bosnia and Herzegovina","2007","Total","35 +","Data tabulated by year of occurrence","Final figure, complete","2008","48",""
"Bosnia and Herzegovina","2007","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2008","95",""
"Bosnia and Herzegovina","2006","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2009","1659",""
"Bosnia and Herzegovina","2006","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2009","79",""
"Bosnia and Herzegovina","2006","Total","1 - 2","Data tabulated by year of occurrence","Final figure, complete","2009","272",""
"Bosnia and Herzegovina","2006","Total","3 - 4","Data tabulated by year of occurrence","Final figure, complete","2009","230",""
"Bosnia and Herzegovina","2006","Total","5 +","Data tabulated by year of occurrence","Final figure, complete","2009","987",""
"Bosnia and Herzegovina","2006","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2009","91",""
"Bosnia and Herzegovina","2005","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2009","1763",""
"Bosnia and Herzegovina","2005","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2009","83",""
"Bosnia and Herzegovina","2005","Total","1 - 2","Data tabulated by year of occurrence","Final figure, complete","2009","293",""
"Bosnia and Herzegovina","2005","Total","3 - 4","Data tabulated by year of occurrence","Final figure, complete","2009","251",""
"Bosnia and Herzegovina","2005","Total","5 +","Data tabulated by year of occurrence","Final figure, complete","2009","1134",""
"Bosnia and Herzegovina","2005","Total","Not stated","Data tabulated by year of occurrence","Final figure, complete","2009","2",""
"Bosnia and Herzegovina","2004","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2005","1494","1"
"Bosnia and Herzegovina","2004","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2005","80","1"
"Bosnia and Herzegovina","2004","Total","1","Data tabulated by year of occurrence","Final figure, complete","2005","123","1"
"Bosnia and Herzegovina","2004","Total","2","Data tabulated by year of occurrence","Final figure, complete","2005","121","1"
"Bosnia and Herzegovina","2004","Total","3","Data tabulated by year of occurrence","Final figure, complete","2005","133","1"
"Bosnia and Herzegovina","2004","Total","4","Data tabulated by year of occurrence","Final figure, complete","2005","115","1"
"Bosnia and Herzegovina","2004","Total","5","Data tabulated by year of occurrence","Final figure, complete","2005","83","1"
"Bosnia and Herzegovina","2004","Total","6","Data tabulated by year of occurrence","Final figure, complete","2005","92","1"
"Bosnia and Herzegovina","2004","Total","7","Data tabulated by year of occurrence","Final figure, complete","2005","67","1"
"Bosnia and Herzegovina","2004","Total","8","Data tabulated by year of occurrence","Final figure, complete","2005","60","1"
"Bosnia and Herzegovina","2004","Total","9","Data tabulated by year of occurrence","Final figure, complete","2005","50","1"
